,Population size,Average generations,SD generations,Average fitness,SD fitness,CPU time,Average CPU time,SD CPU time
0,130,59.68,5.843229700545181,96.62953846153846,0.22469361036588187,2.4443136389999998,0.09777102316000004,0.007103920389732708
